"m";"condition";"task";"participant";"z";"X";"y"
"feb";"tr";"month";"Co7";4;4;4
"jan";"tr";"month";"Co7";4;4;4
"jul";"tr";"month";"Co7";4;4;4
"jun";"tr";"month";"Co7";4;4;4
"mar";"tr";"month";"Co7";3;3;3
"may";"tr";"month";"Co7";4;4;4
"nov";"tr";"month";"Co7";4;4;4
"oct";"tr";"month";"Co7";4;4;4
"sep";"tr";"month";"Co7";4;4;4
"apr";"hd";"crazy";"Co8";4;4;4
"aug";"hd";"crazy";"Co8";4;4;4
"dec";"hd";"crazy";"Co8";4;4;4
"feb";"hd";"crazy";"Co8";4;4;4
"jan";"hd";"crazy";"Co8";4;4;4
"jul";"hd";"crazy";"Co8";4;4;4
"jun";"hd";"crazy";"Co8";4;4;4
"mar";"hd";"crazy";"Co8";4;4;4
"may";"hd";"crazy";"Co8";4;4;4
"nov";"hd";"crazy";"Co8";4;4;4
"oct";"hd";"crazy";"Co8";2;2;2
"sep";"hd";"crazy";"Co8";4;4;4
"apr";"str";"crazy";"Co8";4;4;4
"aug";"str";"crazy";"Co8";4;4;4
"dec";"str";"crazy";"Co8";4;4;4
"feb";"str";"crazy";"Co8";4;4;4
"jan";"str";"crazy";"Co8";4;4;4
"jul";"str";"crazy";"Co8";4;4;4
"jun";"str";"crazy";"Co8";4;4;4
"mar";"str";"crazy";"Co8";4;4;4
"may";"str";"crazy";"Co8";4;4;4
"nov";"str";"crazy";"Co8";4;4;4
"oct";"str";"crazy";"Co8";4;4;4
"sep";"str";"crazy";"Co8";4;4;4
"apr";"tr";"crazy";"Co8";4;4;4
"aug";"tr";"crazy";"Co8";4;4;4
"dec";"tr";"crazy";"Co8";4;4;4
"feb";"tr";"crazy";"Co8";4;4;4
"jan";"tr";"crazy";"Co8";4;4;4
"jul";"tr";"crazy";"Co8";4;4;4
"jun";"tr";"crazy";"Co8";4;4;4
"mar";"tr";"crazy";"Co8";4;4;4
"may";"tr";"crazy";"Co8";4;4;4
"nov";"tr";"crazy";"Co8";4;4;4
"oct";"tr";"crazy";"Co8";4;4;4
"sep";"tr";"crazy";"Co8";4;4;4
"apr";"hd";"month";"Co8";4;4;4
"aug";"hd";"month";"Co8";4;4;4
"dec";"hd";"month";"Co8";3;3;3
"feb";"hd";"month";"Co8";3;3;3
"jan";"hd";"month";"Co8";4;4;4
"jul";"hd";"month";"Co8";4;4;4
"jun";"hd";"month";"Co8";4;4;4
"mar";"hd";"month";"Co8";3;3;3
"may";"hd";"month";"Co8";3;3;3
"nov";"hd";"month";"Co8";3;3;3
"oct";"hd";"month";"Co8";3;3;3
"sep";"hd";"month";"Co8";4;4;4
"apr";"str";"month";"Co8";4;4;4
"aug";"str";"month";"Co8";4;4;4
"dec";"str";"month";"Co8";3;3;3
"feb";"str";"month";"Co8";4;4;4
"jan";"str";"month";"Co8";4;4;4
"jul";"str";"month";"Co8";4;4;4
"jun";"str";"month";"Co8";4;4;4
"mar";"str";"month";"Co8";3;3;3
"may";"str";"month";"Co8";4;4;4
"nov";"str";"month";"Co8";4;4;4
"oct";"str";"month";"Co8";3;3;3
"sep";"str";"month";"Co8";4;4;4
"apr";"tr";"month";"Co8";4;4;4
"aug";"tr";"month";"Co8";3;3;3
"dec";"tr";"month";"Co8";4;4;4
"feb";"tr";"month";"Co8";4;4;4
"jan";"tr";"month";"Co8";4;4;4
"jul";"tr";"month";"Co8";4;4;4
"jun";"tr";"month";"Co8";4;4;4
"mar";"tr";"month";"Co8";4;4;4
"may";"tr";"month";"Co8";4;4;4
"nov";"tr";"month";"Co8";4;4;4
"oct";"tr";"month";"Co8";4;4;4
"sep";"tr";"month";"Co8";3;3;3
"apr";"hd";"crazy";"Co9";4;4;4
"aug";"hd";"crazy";"Co9";4;4;4
"dec";"hd";"crazy";"Co9";4;4;4
"feb";"hd";"crazy";"Co9";4;4;4
"jan";"hd";"crazy";"Co9";4;4;4
"jul";"hd";"crazy";"Co9";4;4;4
"jun";"hd";"crazy";"Co9";4;4;4
"mar";"hd";"crazy";"Co9";4;4;4
"may";"hd";"crazy";"Co9";4;4;4
"nov";"hd";"crazy";"Co9";4;4;4
"oct";"hd";"crazy";"Co9";4;4;4
"sep";"hd";"crazy";"Co9";4;4;4
"apr";"str";"crazy";"Co9";4;4;4
"aug";"str";"crazy";"Co9";4;4;4
"dec";"str";"crazy";"Co9";4;4;4
"feb";"str";"crazy";"Co9";4;4;4
"jan";"str";"crazy";"Co9";4;4;4
"jul";"str";"crazy";"Co9";4;4;4
"jun";"str";"crazy";"Co9";4;4;4
"mar";"str";"crazy";"Co9";4;4;4
"may";"str";"crazy";"Co9";4;4;4
"nov";"str";"crazy";"Co9";4;4;4
"oct";"str";"crazy";"Co9";4;4;4
"sep";"str";"crazy";"Co9";4;4;4
"apr";"tr";"crazy";"Co9";3;3;3
"aug";"tr";"crazy";"Co9";4;4;4
"dec";"tr";"crazy";"Co9";4;4;4
"feb";"tr";"crazy";"Co9";3;3;3
"jan";"tr";"crazy";"Co9";4;4;4
"jul";"tr";"crazy";"Co9";4;4;4
"jun";"tr";"crazy";"Co9";4;4;4
"mar";"tr";"crazy";"Co9";4;4;4
"may";"tr";"crazy";"Co9";4;4;4
"nov";"tr";"crazy";"Co9";4;4;4
"oct";"tr";"crazy";"Co9";4;4;4
"sep";"tr";"crazy";"Co9";4;4;4
"apr";"hd";"month";"Co9";4;4;4
"aug";"hd";"month";"Co9";4;4;4
"dec";"hd";"month";"Co9";4;4;4
"feb";"hd";"month";"Co9";4;4;4
"jan";"hd";"month";"Co9";4;4;4
"jul";"hd";"month";"Co9";4;4;4
"jun";"hd";"month";"Co9";4;4;4
"mar";"hd";"month";"Co9";4;4;4
"may";"hd";"month";"Co9";4;4;4
"nov";"hd";"month";"Co9";4;4;4
"oct";"hd";"month";"Co9";4;4;4
"sep";"hd";"month";"Co9";4;4;4
"apr";"str";"month";"Co9";4;4;4
"aug";"str";"month";"Co9";4;4;4
"dec";"str";"month";"Co9";4;4;4
"feb";"str";"month";"Co9";4;4;4
"jan";"str";"month";"Co9";4;4;4
"jul";"str";"month";"Co9";4;4;4
"jun";"str";"month";"Co9";4;4;4
"mar";"str";"month";"Co9";4;4;4
"may";"str";"month";"Co9";4;4;4
"nov";"str";"month";"Co9";4;4;4
"oct";"str";"month";"Co9";4;4;4
"sep";"str";"month";"Co9";4;4;4
"apr";"tr";"month";"Co9";4;4;4
"aug";"tr";"month";"Co9";4;4;4
"dec";"tr";"month";"Co9";4;4;4
"feb";"tr";"month";"Co9";4;4;4
"jan";"tr";"month";"Co9";4;4;4
"jul";"tr";"month";"Co9";4;4;4
"jun";"tr";"month";"Co9";4;4;4
"mar";"tr";"month";"Co9";4;4;4
"may";"tr";"month";"Co9";4;4;4
"nov";"tr";"month";"Co9";4;4;4
"oct";"tr";"month";"Co9";4;4;4
"sep";"tr";"month";"Co9";4;4;4
"apr";"hd";"crazy";"Sa1";4;4;4
"aug";"hd";"crazy";"Sa1";4;4;4
"dec";"hd";"crazy";"Sa1";4;4;4
"feb";"hd";"crazy";"Sa1";4;4;4
"jan";"hd";"crazy";"Sa1";4;4;4
"jul";"hd";"crazy";"Sa1";4;4;4
"jun";"hd";"crazy";"Sa1";4;4;4
"mar";"hd";"crazy";"Sa1";4;4;4
"may";"hd";"crazy";"Sa1";3;3;3
"nov";"hd";"crazy";"Sa1";4;4;4
"oct";"hd";"crazy";"Sa1";4;4;4
"sep";"hd";"crazy";"Sa1";4;4;4
"apr";"str";"crazy";"Sa1";4;4;4
"aug";"str";"crazy";"Sa1";4;4;4
"dec";"str";"crazy";"Sa1";4;4;4
"feb";"str";"crazy";"Sa1";4;4;4
"jan";"str";"crazy";"Sa1";4;4;4
"jul";"str";"crazy";"Sa1";4;4;4
"jun";"str";"crazy";"Sa1";4;4;4
"mar";"str";"crazy";"Sa1";4;4;4
"may";"str";"crazy";"Sa1";3;3;3
"nov";"str";"crazy";"Sa1";3;3;3
"oct";"str";"crazy";"Sa1";4;4;4
"sep";"str";"crazy";"Sa1";4;4;4
"apr";"tr";"crazy";"Sa1";4;4;4
"aug";"tr";"crazy";"Sa1";4;4;4
"dec";"tr";"crazy";"Sa1";4;4;4
"feb";"tr";"crazy";"Sa1";4;4;4
"jan";"tr";"crazy";"Sa1";4;4;4
"jul";"tr";"crazy";"Sa1";4;4;4
"jun";"tr";"crazy";"Sa1";4;4;4
"mar";"tr";"crazy";"Sa1";4;4;4
"may";"tr";"crazy";"Sa1";4;4;4
"nov";"tr";"crazy";"Sa1";3;3;3
"oct";"tr";"crazy";"Sa1";4;4;4
"sep";"tr";"crazy";"Sa1";4;4;4
"apr";"hd";"crazy";"Sa11";4;4;4
"aug";"hd";"crazy";"Sa11";4;4;4
"dec";"hd";"crazy";"Sa11";4;4;4
"feb";"hd";"crazy";"Sa11";4;4;4
"jan";"hd";"crazy";"Sa11";4;4;4
"jul";"hd";"crazy";"Sa11";4;4;4
"jun";"hd";"crazy";"Sa11";4;4;4
"mar";"hd";"crazy";"Sa11";4;4;4
"may";"hd";"crazy";"Sa11";4;4;4
"nov";"hd";"crazy";"Sa11";4;4;4
"oct";"hd";"crazy";"Sa11";4;4;4
"sep";"hd";"crazy";"Sa11";4;4;4
"apr";"str";"crazy";"Sa11";4;4;4
"aug";"str";"crazy";"Sa11";4;4;4
"dec";"str";"crazy";"Sa11";4;4;4
"feb";"str";"crazy";"Sa11";4;4;4
"jan";"str";"crazy";"Sa11";4;4;4
"jul";"str";"crazy";"Sa11";4;4;4
"jun";"str";"crazy";"Sa11";4;4;4
"mar";"str";"crazy";"Sa11";4;4;4
"may";"str";"crazy";"Sa11";4;4;4
"nov";"str";"crazy";"Sa11";4;4;4
"oct";"str";"crazy";"Sa11";4;4;4
"sep";"str";"crazy";"Sa11";4;4;4
"apr";"tr";"crazy";"Sa11";4;4;4
"aug";"tr";"crazy";"Sa11";4;4;4
"dec";"tr";"crazy";"Sa11";4;4;4
"feb";"tr";"crazy";"Sa11";4;4;4
"jan";"tr";"crazy";"Sa11";4;4;4
"jul";"tr";"crazy";"Sa11";4;4;4
"jun";"tr";"crazy";"Sa11";4;4;4
"mar";"tr";"crazy";"Sa11";4;4;4
"may";"tr";"crazy";"Sa11";4;4;4
"nov";"tr";"crazy";"Sa11";3;3;3
"oct";"tr";"crazy";"Sa11";4;4;4
"sep";"tr";"crazy";"Sa11";4;4;4
"apr";"hd";"month";"Sa11";4;4;4
"aug";"hd";"month";"Sa11";4;4;4
"dec";"hd";"month";"Sa11";4;4;4
"feb";"hd";"month";"Sa11";4;4;4
"jan";"hd";"month";"Sa11";4;4;4
"jul";"hd";"month";"Sa11";4;4;4
"jun";"hd";"month";"Sa11";4;4;4
"mar";"hd";"month";"Sa11";4;4;4
"may";"hd";"month";"Sa11";4;4;4
"nov";"hd";"month";"Sa11";4;4;4
"oct";"hd";"month";"Sa11";4;4;4
"sep";"hd";"month";"Sa11";4;4;4
"apr";"str";"month";"Sa11";4;4;4
"aug";"str";"month";"Sa11";4;4;4
"dec";"str";"month";"Sa11";4;4;4
"feb";"str";"month";"Sa11";4;4;4
"jan";"str";"month";"Sa11";4;4;4
"jul";"str";"month";"Sa11";4;4;4
"jun";"str";"month";"Sa11";4;4;4
"mar";"str";"month";"Sa11";4;4;4
"may";"str";"month";"Sa11";4;4;4
"nov";"str";"month";"Sa11";4;4;4
"oct";"str";"month";"Sa11";4;4;4
"sep";"str";"month";"Sa11";4;4;4
"apr";"tr";"month";"Sa11";4;4;4
"aug";"tr";"month";"Sa11";4;4;4
"dec";"tr";"month";"Sa11";4;4;4
"feb";"tr";"month";"Sa11";4;4;4
"jan";"tr";"month";"Sa11";4;4;4
"jul";"tr";"month";"Sa11";4;4;4
"jun";"tr";"month";"Sa11";4;4;4
"mar";"tr";"month";"Sa11";4;4;4
"may";"tr";"month";"Sa11";4;4;4
"nov";"tr";"month";"Sa11";4;4;4
"oct";"tr";"month";"Sa11";4;4;4
"sep";"tr";"month";"Sa11";4;4;4
"apr";"hd";"crazy";"Sa13";4;4;4
"aug";"hd";"crazy";"Sa13";4;4;4
"dec";"hd";"crazy";"Sa13";4;4;4
"feb";"hd";"crazy";"Sa13";4;4;4
"jan";"hd";"crazy";"Sa13";4;4;4
"jul";"hd";"crazy";"Sa13";4;4;4
"jun";"hd";"crazy";"Sa13";4;4;4
"mar";"hd";"crazy";"Sa13";4;4;4
"may";"hd";"crazy";"Sa13";4;4;4
"nov";"hd";"crazy";"Sa13";4;4;4
"oct";"hd";"crazy";"Sa13";4;4;4
"sep";"hd";"crazy";"Sa13";4;4;4
"apr";"str";"crazy";"Sa13";4;4;4
"aug";"str";"crazy";"Sa13";4;4;4
"dec";"str";"crazy";"Sa13";3;3;3
"feb";"str";"crazy";"Sa13";4;4;4
"jan";"str";"crazy";"Sa13";4;4;4
"jul";"str";"crazy";"Sa13";4;4;4
"jun";"str";"crazy";"Sa13";3;3;3
"mar";"str";"crazy";"Sa13";4;4;4
"may";"str";"crazy";"Sa13";3;3;3
"nov";"str";"crazy";"Sa13";3;3;3
"oct";"str";"crazy";"Sa13";4;4;4
"sep";"str";"crazy";"Sa13";4;4;4
"apr";"tr";"crazy";"Sa13";4;4;4
"aug";"tr";"crazy";"Sa13";4;4;4
"dec";"tr";"crazy";"Sa13";4;4;4
"feb";"tr";"crazy";"Sa13";4;4;4
"jan";"tr";"crazy";"Sa13";4;4;4
"jul";"tr";"crazy";"Sa13";4;4;4
"jun";"tr";"crazy";"Sa13";4;4;4
"mar";"tr";"crazy";"Sa13";4;4;4
"may";"tr";"crazy";"Sa13";3;3;3
"nov";"tr";"crazy";"Sa13";4;4;4
"oct";"tr";"crazy";"Sa13";4;4;4
"sep";"tr";"crazy";"Sa13";4;4;4
"apr";"hd";"month";"Sa14";4;4;4
"aug";"hd";"month";"Sa14";4;4;4
"dec";"hd";"month";"Sa14";4;4;4
"feb";"hd";"month";"Sa14";4;4;4
"jan";"hd";"month";"Sa14";4;4;4
"jul";"hd";"month";"Sa14";3;3;3
"jun";"hd";"month";"Sa14";4;4;4
"mar";"hd";"month";"Sa14";4;4;4
"may";"hd";"month";"Sa14";4;4;4
"nov";"hd";"month";"Sa14";4;4;4
"oct";"hd";"month";"Sa14";4;4;4
"sep";"hd";"month";"Sa14";4;4;4
"apr";"str";"month";"Sa14";4;4;4
"aug";"str";"month";"Sa14";4;4;4
"dec";"str";"month";"Sa14";4;4;4
"feb";"str";"month";"Sa14";4;4;4
"jan";"str";"month";"Sa14";4;4;4
"jul";"str";"month";"Sa14";4;4;4
"jun";"str";"month";"Sa14";4;4;4
"mar";"str";"month";"Sa14";4;4;4
"may";"str";"month";"Sa14";4;4;4
"nov";"str";"month";"Sa14";4;4;4
"oct";"str";"month";"Sa14";4;4;4
"sep";"str";"month";"Sa14";4;4;4
"apr";"tr";"month";"Sa14";4;4;4
"aug";"tr";"month";"Sa14";4;4;4
"dec";"tr";"month";"Sa14";4;4;4
"feb";"tr";"month";"Sa14";4;4;4
"jan";"tr";"month";"Sa14";4;4;4
"jul";"tr";"month";"Sa14";4;4;4
"jun";"tr";"month";"Sa14";4;4;4
"mar";"tr";"month";"Sa14";4;4;4
"may";"tr";"month";"Sa14";3;3;3
"nov";"tr";"month";"Sa14";4;4;4
"oct";"tr";"month";"Sa14";4;4;4
"sep";"tr";"month";"Sa14";4;4;4
"apr";"hd";"crazy";"Sa20";4;4;4
"aug";"hd";"crazy";"Sa20";4;4;4
"dec";"hd";"crazy";"Sa20";4;4;4
"feb";"hd";"crazy";"Sa20";4;4;4
"jan";"hd";"crazy";"Sa20";4;4;4
"jul";"hd";"crazy";"Sa20";4;4;4
"jun";"hd";"crazy";"Sa20";4;4;4
"mar";"hd";"crazy";"Sa20";4;4;4
"may";"hd";"crazy";"Sa20";4;4;4
"nov";"hd";"crazy";"Sa20";4;4;4
"oct";"hd";"crazy";"Sa20";4;4;4
"sep";"hd";"crazy";"Sa20";4;4;4
"apr";"str";"crazy";"Sa20";4;4;4
"aug";"str";"crazy";"Sa20";4;4;4
"dec";"str";"crazy";"Sa20";4;4;4
"feb";"str";"crazy";"Sa20";4;4;4
"jan";"str";"crazy";"Sa20";4;4;4
"jul";"str";"crazy";"Sa20";4;4;4
"jun";"str";"crazy";"Sa20";4;4;4
"mar";"str";"crazy";"Sa20";4;4;4
"may";"str";"crazy";"Sa20";4;4;4
"nov";"str";"crazy";"Sa20";4;4;4
"oct";"str";"crazy";"Sa20";4;4;4
"sep";"str";"crazy";"Sa20";4;4;4
"apr";"tr";"crazy";"Sa20";4;4;4
"aug";"tr";"crazy";"Sa20";4;4;4
"dec";"tr";"crazy";"Sa20";4;4;4
"feb";"tr";"crazy";"Sa20";4;4;4
"jan";"tr";"crazy";"Sa20";4;4;4
"jul";"tr";"crazy";"Sa20";4;4;4
"jun";"tr";"crazy";"Sa20";4;4;4
"mar";"tr";"crazy";"Sa20";4;4;4
"may";"tr";"crazy";"Sa20";4;4;4
"nov";"tr";"crazy";"Sa20";4;4;4
"oct";"tr";"crazy";"Sa20";4;4;4
"sep";"tr";"crazy";"Sa20";4;4;4
"apr";"hd";"month";"Sa20";4;4;4
"aug";"hd";"month";"Sa20";4;4;4
"dec";"hd";"month";"Sa20";4;4;4
"feb";"hd";"month";"Sa20";4;4;4
"jan";"hd";"month";"Sa20";4;4;4
"jul";"hd";"month";"Sa20";4;4;4
"jun";"hd";"month";"Sa20";4;4;4
"mar";"hd";"month";"Sa20";4;4;4
"may";"hd";"month";"Sa20";4;4;4
"nov";"hd";"month";"Sa20";4;4;4
"oct";"hd";"month";"Sa20";4;4;4
"sep";"hd";"month";"Sa20";4;4;4
"apr";"str";"month";"Sa20";4;4;4
"aug";"str";"month";"Sa20";4;4;4
"dec";"str";"month";"Sa20";4;4;4
"feb";"str";"month";"Sa20";4;4;4
"jan";"str";"month";"Sa20";4;4;4
"jul";"str";"month";"Sa20";4;4;4
"jun";"str";"month";"Sa20";4;4;4
"mar";"str";"month";"Sa20";4;4;4
"may";"str";"month";"Sa20";4;4;4
"nov";"str";"month";"Sa20";4;4;4
"oct";"str";"month";"Sa20";4;4;4
"sep";"str";"month";"Sa20";4;4;4
"apr";"tr";"month";"Sa20";4;4;4
"aug";"tr";"month";"Sa20";4;4;4
"dec";"tr";"month";"Sa20";4;4;4
"feb";"tr";"month";"Sa20";4;4;4
"jan";"tr";"month";"Sa20";4;4;4
"jul";"tr";"month";"Sa20";4;4;4
"jun";"tr";"month";"Sa20";4;4;4
"mar";"tr";"month";"Sa20";4;4;4
"may";"tr";"month";"Sa20";4;4;4
"nov";"tr";"month";"Sa20";4;4;4
"oct";"tr";"month";"Sa20";4;4;4
"sep";"tr";"month";"Sa20";4;4;4
"apr";"hd";"crazy";"Sa21";4;4;4
"aug";"hd";"crazy";"Sa21";4;4;4
"dec";"hd";"crazy";"Sa21";4;4;4
"feb";"hd";"crazy";"Sa21";4;4;4
"jan";"hd";"crazy";"Sa21";4;4;4
"jul";"hd";"crazy";"Sa21";4;4;4
"jun";"hd";"crazy";"Sa21";4;4;4
"mar";"hd";"crazy";"Sa21";4;4;4
"may";"hd";"crazy";"Sa21";4;4;4
"nov";"hd";"crazy";"Sa21";4;4;4
"oct";"hd";"crazy";"Sa21";4;4;4
"sep";"hd";"crazy";"Sa21";4;4;4
"apr";"str";"crazy";"Sa21";4;4;4
"aug";"str";"crazy";"Sa21";4;4;4
"dec";"str";"crazy";"Sa21";4;4;4
"feb";"str";"crazy";"Sa21";4;4;4
"jan";"str";"crazy";"Sa21";4;4;4
"jul";"str";"crazy";"Sa21";4;4;4
"jun";"str";"crazy";"Sa21";4;4;4
"mar";"str";"crazy";"Sa21";4;4;4
"may";"str";"crazy";"Sa21";4;4;4
"nov";"str";"crazy";"Sa21";4;4;4
"oct";"str";"crazy";"Sa21";4;4;4
"sep";"str";"crazy";"Sa21";4;4;4
"apr";"tr";"crazy";"Sa21";4;4;4
"aug";"tr";"crazy";"Sa21";4;4;4
"dec";"tr";"crazy";"Sa21";4;4;4
"feb";"tr";"crazy";"Sa21";4;4;4
"jan";"tr";"crazy";"Sa21";4;4;4
"jul";"tr";"crazy";"Sa21";4;4;4
"jun";"tr";"crazy";"Sa21";4;4;4
"mar";"tr";"crazy";"Sa21";4;4;4
"may";"tr";"crazy";"Sa21";4;4;4
"nov";"tr";"crazy";"Sa21";4;4;4
"oct";"tr";"crazy";"Sa21";4;4;4
"sep";"tr";"crazy";"Sa21";4;4;4
"apr";"hd";"month";"Sa21";4;4;4
"aug";"hd";"month";"Sa21";4;4;4
"dec";"hd";"month";"Sa21";4;4;4
"feb";"hd";"month";"Sa21";4;4;4
"jan";"hd";"month";"Sa21";4;4;4
"jul";"hd";"month";"Sa21";4;4;4
"jun";"hd";"month";"Sa21";4;4;4
"mar";"hd";"month";"Sa21";4;4;4
"may";"hd";"month";"Sa21";4;4;4
"nov";"hd";"month";"Sa21";4;4;4
"oct";"hd";"month";"Sa21";4;4;4
"sep";"hd";"month";"Sa21";4;4;4
"apr";"str";"month";"Sa21";4;4;4
"aug";"str";"month";"Sa21";4;4;4
"dec";"str";"month";"Sa21";4;4;4
"feb";"str";"month";"Sa21";4;4;4
"jan";"str";"month";"Sa21";4;4;4
"jul";"str";"month";"Sa21";4;4;4
"jun";"str";"month";"Sa21";4;4;4
"mar";"str";"month";"Sa21";4;4;4
"may";"str";"month";"Sa21";4;4;4
"nov";"str";"month";"Sa21";4;4;4
"oct";"str";"month";"Sa21";4;4;4
"sep";"str";"month";"Sa21";4;4;4
"apr";"tr";"month";"Sa21";4;4;4
"aug";"tr";"month";"Sa21";4;4;4
"dec";"tr";"month";"Sa21";4;4;4
"feb";"tr";"month";"Sa21";4;4;4
"jan";"tr";"month";"Sa21";4;4;4
"jul";"tr";"month";"Sa21";4;4;4
"jun";"tr";"month";"Sa21";4;4;4
"mar";"tr";"month";"Sa21";4;4;4
"may";"tr";"month";"Sa21";4;4;4
"nov";"tr";"month";"Sa21";4;4;4
"oct";"tr";"month";"Sa21";4;4;4
"sep";"tr";"month";"Sa21";4;4;4
"apr";"hd";"crazy";"Sa22";3;3;3
"aug";"hd";"crazy";"Sa22";4;4;4
"dec";"hd";"crazy";"Sa22";4;4;4
"feb";"hd";"crazy";"Sa22";4;4;4
"jan";"hd";"crazy";"Sa22";4;4;4
"jul";"hd";"crazy";"Sa22";4;4;4
"jun";"hd";"crazy";"Sa22";4;4;4
"mar";"hd";"crazy";"Sa22";4;4;4
"may";"hd";"crazy";"Sa22";4;4;4
"nov";"hd";"crazy";"Sa22";4;4;4
"oct";"hd";"crazy";"Sa22";4;4;4
"sep";"hd";"crazy";"Sa22";4;4;4
"apr";"str";"crazy";"Sa22";4;4;4
"aug";"str";"crazy";"Sa22";4;4;4
"dec";"str";"crazy";"Sa22";3;3;3
"feb";"str";"crazy";"Sa22";4;4;4
"jan";"str";"crazy";"Sa22";4;4;4
"jul";"str";"crazy";"Sa22";4;4;4
"jun";"str";"crazy";"Sa22";4;4;4
"mar";"str";"crazy";"Sa22";4;4;4
"may";"str";"crazy";"Sa22";4;4;4
"nov";"str";"crazy";"Sa22";4;4;4
"oct";"str";"crazy";"Sa22";4;4;4
"sep";"str";"crazy";"Sa22";4;4;4
"apr";"tr";"crazy";"Sa22";3;3;3
"aug";"tr";"crazy";"Sa22";4;4;4
"dec";"tr";"crazy";"Sa22";4;4;4
"feb";"tr";"crazy";"Sa22";4;4;4
"jan";"tr";"crazy";"Sa22";4;4;4
"jul";"tr";"crazy";"Sa22";4;4;4
"jun";"tr";"crazy";"Sa22";4;4;4
"mar";"tr";"crazy";"Sa22";4;4;4
"may";"tr";"crazy";"Sa22";4;4;4
"nov";"tr";"crazy";"Sa22";4;4;4
"oct";"tr";"crazy";"Sa22";4;4;4
"sep";"tr";"crazy";"Sa22";4;4;4
"apr";"hd";"month";"Sa22";4;4;4
"aug";"hd";"month";"Sa22";4;4;4
"dec";"hd";"month";"Sa22";4;4;4
"feb";"hd";"month";"Sa22";4;4;4
"jan";"hd";"month";"Sa22";4;4;4
"jul";"hd";"month";"Sa22";4;4;4
"jun";"hd";"month";"Sa22";4;4;4
"mar";"hd";"month";"Sa22";4;4;4
"may";"hd";"month";"Sa22";4;4;4
"nov";"hd";"month";"Sa22";4;4;4
"oct";"hd";"month";"Sa22";4;4;4
"sep";"hd";"month";"Sa22";4;4;4
"apr";"str";"month";"Sa22";4;4;4
"aug";"str";"month";"Sa22";4;4;4
"dec";"str";"month";"Sa22";4;4;4
"feb";"str";"month";"Sa22";4;4;4
"jan";"str";"month";"Sa22";4;4;4
"jul";"str";"month";"Sa22";4;4;4
"jun";"str";"month";"Sa22";4;4;4
"mar";"str";"month";"Sa22";4;4;4
"may";"str";"month";"Sa22";4;4;4
"nov";"str";"month";"Sa22";4;4;4
"oct";"str";"month";"Sa22";4;4;4
"sep";"str";"month";"Sa22";3;3;3
"apr";"tr";"month";"Sa22";4;4;4
"aug";"tr";"month";"Sa22";4;4;4
"dec";"tr";"month";"Sa22";4;4;4
"feb";"tr";"month";"Sa22";4;4;4
"jan";"tr";"month";"Sa22";4;4;4
"jul";"tr";"month";"Sa22";4;4;4
"jun";"tr";"month";"Sa22";4;4;4
"mar";"tr";"month";"Sa22";4;4;4
"may";"tr";"month";"Sa22";4;4;4
"nov";"tr";"month";"Sa22";4;4;4
"oct";"tr";"month";"Sa22";4;4;4
"sep";"tr";"month";"Sa22";4;4;4
"apr";"hd";"crazy";"Sa23";4;4;4
"aug";"hd";"crazy";"Sa23";4;4;4
"dec";"hd";"crazy";"Sa23";4;4;4
"feb";"hd";"crazy";"Sa23";4;4;4
"jan";"hd";"crazy";"Sa23";4;4;4
"jul";"hd";"crazy";"Sa23";4;4;4
"jun";"hd";"crazy";"Sa23";4;4;4
"mar";"hd";"crazy";"Sa23";4;4;4
"may";"hd";"crazy";"Sa23";4;4;4
"nov";"hd";"crazy";"Sa23";4;4;4
"oct";"hd";"crazy";"Sa23";4;4;4
