"m";"condition";"task";"participant";"z";"X";"y"
"sep";"hd";"crazy";"Sa23";4;4;4
"apr";"str";"crazy";"Sa23";4;4;4
"aug";"str";"crazy";"Sa23";4;4;4
"dec";"str";"crazy";"Sa23";4;4;4
"feb";"str";"crazy";"Sa23";4;4;4
"jan";"str";"crazy";"Sa23";4;4;4
"jul";"str";"crazy";"Sa23";4;4;4
"jun";"str";"crazy";"Sa23";4;4;4
"mar";"str";"crazy";"Sa23";4;4;4
"may";"str";"crazy";"Sa23";4;4;4
"nov";"str";"crazy";"Sa23";4;4;4
"oct";"str";"crazy";"Sa23";4;4;4
"sep";"str";"crazy";"Sa23";4;4;4
"apr";"tr";"crazy";"Sa23";4;4;4
"aug";"tr";"crazy";"Sa23";4;4;4
"dec";"tr";"crazy";"Sa23";4;4;4
"feb";"tr";"crazy";"Sa23";4;4;4
"jan";"tr";"crazy";"Sa23";4;4;4
"jul";"tr";"crazy";"Sa23";4;4;4
"jun";"tr";"crazy";"Sa23";4;4;4
"mar";"tr";"crazy";"Sa23";4;4;4
"may";"tr";"crazy";"Sa23";4;4;4
"nov";"tr";"crazy";"Sa23";4;4;4
"oct";"tr";"crazy";"Sa23";4;4;4
"sep";"tr";"crazy";"Sa23";4;4;4
"apr";"hd";"month";"Sa23";4;4;4
"aug";"hd";"month";"Sa23";4;4;4
"dec";"hd";"month";"Sa23";4;4;4
"feb";"hd";"month";"Sa23";4;4;4
"jan";"hd";"month";"Sa23";4;4;4
"jul";"hd";"month";"Sa23";4;4;4
"jun";"hd";"month";"Sa23";4;4;4
"mar";"hd";"month";"Sa23";4;4;4
"may";"hd";"month";"Sa23";4;4;4
"nov";"hd";"month";"Sa23";4;4;4
"oct";"hd";"month";"Sa23";4;4;4
"sep";"hd";"month";"Sa23";4;4;4
"apr";"str";"month";"Sa23";4;4;4
"aug";"str";"month";"Sa23";3;3;3
"dec";"str";"month";"Sa23";4;4;4
"feb";"str";"month";"Sa23";4;4;4
"jan";"str";"month";"Sa23";4;4;4
"jul";"str";"month";"Sa23";4;4;4
"jun";"str";"month";"Sa23";4;4;4
"mar";"str";"month";"Sa23";4;4;4
"may";"str";"month";"Sa23";4;4;4
"nov";"str";"month";"Sa23";4;4;4
"oct";"str";"month";"Sa23";3;3;3
"sep";"str";"month";"Sa23";3;3;3
"apr";"tr";"month";"Sa23";4;4;4
"aug";"tr";"month";"Sa23";4;4;4
"dec";"tr";"month";"Sa23";4;4;4
"feb";"tr";"month";"Sa23";4;4;4
"jan";"tr";"month";"Sa23";4;4;4
"jul";"tr";"month";"Sa23";4;4;4
"jun";"tr";"month";"Sa23";4;4;4
"mar";"tr";"month";"Sa23";4;4;4
"may";"tr";"month";"Sa23";4;4;4
"nov";"tr";"month";"Sa23";4;4;4
"oct";"tr";"month";"Sa23";4;4;4
"sep";"tr";"month";"Sa23";4;4;4
"apr";"hd";"crazy";"Sa24";4;4;4
"aug";"hd";"crazy";"Sa24";4;4;4
"dec";"hd";"crazy";"Sa24";4;4;4
"feb";"hd";"crazy";"Sa24";4;4;4
"jan";"hd";"crazy";"Sa24";4;4;4
"jul";"hd";"crazy";"Sa24";4;4;4
"jun";"hd";"crazy";"Sa24";4;4;4
"mar";"hd";"crazy";"Sa24";4;4;4
"may";"hd";"crazy";"Sa24";4;4;4
"nov";"hd";"crazy";"Sa24";4;4;4
"oct";"hd";"crazy";"Sa24";4;4;4
"sep";"hd";"crazy";"Sa24";4;4;4
"apr";"str";"crazy";"Sa24";4;4;4
"aug";"str";"crazy";"Sa24";4;4;4
"dec";"str";"crazy";"Sa24";4;4;4
"feb";"str";"crazy";"Sa24";4;4;4
"jan";"str";"crazy";"Sa24";4;4;4
"jul";"str";"crazy";"Sa24";4;4;4
"jun";"str";"crazy";"Sa24";4;4;4
"mar";"str";"crazy";"Sa24";4;4;4
"may";"str";"crazy";"Sa24";4;4;4
"nov";"str";"crazy";"Sa24";4;4;4
"oct";"str";"crazy";"Sa24";4;4;4
"sep";"str";"crazy";"Sa24";4;4;4
"apr";"tr";"crazy";"Sa24";4;4;4
"aug";"tr";"crazy";"Sa24";4;4;4
"dec";"tr";"crazy";"Sa24";4;4;4
"feb";"tr";"crazy";"Sa24";4;4;4
"jan";"tr";"crazy";"Sa24";4;4;4
"jul";"tr";"crazy";"Sa24";4;4;4
"jun";"tr";"crazy";"Sa24";4;4;4
"mar";"tr";"crazy";"Sa24";4;4;4
"may";"tr";"crazy";"Sa24";4;4;4
"nov";"tr";"crazy";"Sa24";4;4;4
"oct";"tr";"crazy";"Sa24";4;4;4
"sep";"tr";"crazy";"Sa24";4;4;4
"apr";"hd";"month";"Sa24";4;4;4
"aug";"hd";"month";"Sa24";4;4;4
"dec";"hd";"month";"Sa24";4;4;4
"feb";"hd";"month";"Sa24";4;4;4
"jan";"hd";"month";"Sa24";4;4;4
"jul";"hd";"month";"Sa24";4;4;4
"jun";"hd";"month";"Sa24";4;4;4
"mar";"hd";"month";"Sa24";4;4;4
"may";"hd";"month";"Sa24";4;4;4
"nov";"hd";"month";"Sa24";4;4;4
"oct";"hd";"month";"Sa24";4;4;4
"sep";"hd";"month";"Sa24";4;4;4
"apr";"str";"month";"Sa24";4;4;4
"aug";"str";"month";"Sa24";4;4;4
"dec";"str";"month";"Sa24";4;4;4
"feb";"str";"month";"Sa24";4;4;4
"jan";"str";"month";"Sa24";4;4;4
"jul";"str";"month";"Sa24";4;4;4
"jun";"str";"month";"Sa24";4;4;4
"mar";"str";"month";"Sa24";4;4;4
"may";"str";"month";"Sa24";4;4;4
"nov";"str";"month";"Sa24";4;4;4
"oct";"str";"month";"Sa24";4;4;4
"sep";"str";"month";"Sa24";4;4;4
"apr";"tr";"month";"Sa24";4;4;4
"aug";"tr";"month";"Sa24";4;4;4
"dec";"tr";"month";"Sa24";4;4;4
"feb";"tr";"month";"Sa24";4;4;4
"jan";"tr";"month";"Sa24";4;4;4
"jul";"tr";"month";"Sa24";4;4;4
"jun";"tr";"month";"Sa24";4;4;4
"mar";"tr";"month";"Sa24";4;4;4
"may";"tr";"month";"Sa24";4;4;4
"nov";"tr";"month";"Sa24";4;4;4
"oct";"tr";"month";"Sa24";4;4;4
"sep";"tr";"month";"Sa24";4;4;4
"apr";"hd";"crazy";"Sa25";4;4;4
"aug";"hd";"crazy";"Sa25";4;4;4
"dec";"hd";"crazy";"Sa25";4;4;4
"feb";"hd";"crazy";"Sa25";4;4;4
"jan";"hd";"crazy";"Sa25";4;4;4
"jul";"hd";"crazy";"Sa25";4;4;4
"jun";"hd";"crazy";"Sa25";4;4;4
"mar";"hd";"crazy";"Sa25";4;4;4
"may";"hd";"crazy";"Sa25";4;4;4
"nov";"hd";"crazy";"Sa25";4;4;4
"oct";"hd";"crazy";"Sa25";4;4;4
"sep";"hd";"crazy";"Sa25";4;4;4
"apr";"str";"crazy";"Sa25";4;4;4
"aug";"str";"crazy";"Sa25";4;4;4
"dec";"str";"crazy";"Sa25";3;3;3
"feb";"str";"crazy";"Sa25";4;4;4
"jan";"str";"crazy";"Sa25";4;4;4
"jul";"str";"crazy";"Sa25";4;4;4
"jun";"str";"crazy";"Sa25";3;3;3
"mar";"str";"crazy";"Sa25";4;4;4
"may";"str";"crazy";"Sa25";4;4;4
"nov";"str";"crazy";"Sa25";4;4;4
"oct";"str";"crazy";"Sa25";4;4;4
"sep";"str";"crazy";"Sa25";4;4;4
"apr";"tr";"crazy";"Sa25";4;4;4
"aug";"tr";"crazy";"Sa25";4;4;4
"dec";"tr";"crazy";"Sa25";4;4;4
"feb";"tr";"crazy";"Sa25";3;3;3
"jan";"tr";"crazy";"Sa25";3;3;3
"jul";"tr";"crazy";"Sa25";4;4;4
"jun";"tr";"crazy";"Sa25";4;4;4
"mar";"tr";"crazy";"Sa25";4;4;4
"may";"tr";"crazy";"Sa25";4;4;4
"nov";"tr";"crazy";"Sa25";3;3;3
"oct";"tr";"crazy";"Sa25";4;4;4
"sep";"tr";"crazy";"Sa25";2;2;2
"apr";"hd";"month";"Sa25";2;2;2
"aug";"hd";"month";"Sa25";4;4;4
"dec";"hd";"month";"Sa25";4;4;4
"feb";"hd";"month";"Sa25";2;2;2
"jan";"hd";"month";"Sa25";3;3;3
"jul";"hd";"month";"Sa25";4;4;4
"jun";"hd";"month";"Sa25";4;4;4
"mar";"hd";"month";"Sa25";1;1;1
"may";"hd";"month";"Sa25";2;2;2
"nov";"hd";"month";"Sa25";4;4;4
"oct";"hd";"month";"Sa25";4;4;4
"sep";"hd";"month";"Sa25";4;4;4
"apr";"str";"month";"Sa25";2;2;2
"aug";"str";"month";"Sa25";4;4;4
"dec";"str";"month";"Sa25";4;4;4
"feb";"str";"month";"Sa25";4;4;4
"jan";"str";"month";"Sa25";4;4;4
"jul";"str";"month";"Sa25";4;4;4
"jun";"str";"month";"Sa25";4;4;4
"mar";"str";"month";"Sa25";4;4;4
"may";"str";"month";"Sa25";3;3;3
"nov";"str";"month";"Sa25";4;4;4
"oct";"str";"month";"Sa25";4;4;4
"sep";"str";"month";"Sa25";4;4;4
"apr";"tr";"month";"Sa25";4;4;4
"aug";"tr";"month";"Sa25";4;4;4
"dec";"tr";"month";"Sa25";4;4;4
"feb";"tr";"month";"Sa25";4;4;4
"jan";"tr";"month";"Sa25";3;3;3
"jul";"tr";"month";"Sa25";3;3;3
"jun";"tr";"month";"Sa25";4;4;4
"mar";"tr";"month";"Sa25";4;4;4
"may";"tr";"month";"Sa25";4;4;4
"nov";"tr";"month";"Sa25";4;4;4
"oct";"tr";"month";"Sa25";3;3;3
"sep";"tr";"month";"Sa25";4;4;4
"apr";"hd";"month";"Sa26";4;4;4
"aug";"hd";"month";"Sa26";4;4;4
"dec";"hd";"month";"Sa26";4;4;4
"feb";"hd";"month";"Sa26";4;4;4
"jan";"hd";"month";"Sa26";4;4;4
"jul";"hd";"month";"Sa26";4;4;4
"jun";"hd";"month";"Sa26";4;4;4
"mar";"hd";"month";"Sa26";4;4;4
"may";"hd";"month";"Sa26";4;4;4
"nov";"hd";"month";"Sa26";4;4;4
"oct";"hd";"month";"Sa26";4;4;4
"sep";"hd";"month";"Sa26";4;4;4
"apr";"str";"month";"Sa26";4;4;4
"aug";"str";"month";"Sa26";4;4;4
"dec";"str";"month";"Sa26";4;4;4
"feb";"str";"month";"Sa26";4;4;4
"jan";"str";"month";"Sa26";4;4;4
"jul";"str";"month";"Sa26";4;4;4
"jun";"str";"month";"Sa26";4;4;4
"mar";"str";"month";"Sa26";4;4;4
"may";"str";"month";"Sa26";4;4;4
"nov";"str";"month";"Sa26";4;4;4
"oct";"str";"month";"Sa26";4;4;4
"sep";"str";"month";"Sa26";4;4;4
"apr";"tr";"month";"Sa26";4;4;4
"aug";"tr";"month";"Sa26";4;4;4
"dec";"tr";"month";"Sa26";4;4;4
"feb";"tr";"month";"Sa26";4;4;4
"jan";"tr";"month";"Sa26";4;4;4
"jul";"tr";"month";"Sa26";4;4;4
"jun";"tr";"month";"Sa26";4;4;4
"mar";"tr";"month";"Sa26";4;4;4
"may";"tr";"month";"Sa26";4;4;4
"nov";"tr";"month";"Sa26";4;4;4
"oct";"tr";"month";"Sa26";4;4;4
"sep";"tr";"month";"Sa26";4;4;4
"apr";"hd";"month";"Sa4";4;4;4
"aug";"hd";"month";"Sa4";4;4;4
"dec";"hd";"month";"Sa4";4;4;4
"feb";"hd";"month";"Sa4";4;4;4
"jan";"hd";"month";"Sa4";4;4;4
"jul";"hd";"month";"Sa4";4;4;4
"jun";"hd";"month";"Sa4";4;4;4
"mar";"hd";"month";"Sa4";4;4;4
"may";"hd";"month";"Sa4";4;4;4
"nov";"hd";"month";"Sa4";4;4;4
"oct";"hd";"month";"Sa4";4;4;4
"sep";"hd";"month";"Sa4";4;4;4
"apr";"str";"month";"Sa4";4;4;4
"aug";"str";"month";"Sa4";4;4;4
"dec";"str";"month";"Sa4";4;4;4
"feb";"str";"month";"Sa4";3;3;3
"jan";"str";"month";"Sa4";4;4;4
"jul";"str";"month";"Sa4";4;4;4
"jun";"str";"month";"Sa4";4;4;4
"mar";"str";"month";"Sa4";4;4;4
"may";"str";"month";"Sa4";4;4;4
"nov";"str";"month";"Sa4";4;4;4
"oct";"str";"month";"Sa4";4;4;4
"sep";"str";"month";"Sa4";4;4;4
"apr";"tr";"month";"Sa4";4;4;4
"aug";"tr";"month";"Sa4";4;4;4
"dec";"tr";"month";"Sa4";4;4;4
"feb";"tr";"month";"Sa4";4;4;4
"jan";"tr";"month";"Sa4";4;4;4
"jul";"tr";"month";"Sa4";4;4;4
"jun";"tr";"month";"Sa4";4;4;4
"mar";"tr";"month";"Sa4";4;4;4
"may";"tr";"month";"Sa4";4;4;4
"nov";"tr";"month";"Sa4";4;4;4
"oct";"tr";"month";"Sa4";4;4;4
"sep";"tr";"month";"Sa4";4;4;4
"apr";"hd";"month";"Sa5";4;4;4
"aug";"hd";"month";"Sa5";4;4;4
"dec";"hd";"month";"Sa5";4;4;4
"feb";"hd";"month";"Sa5";4;4;4
"jan";"hd";"month";"Sa5";4;4;4
"jul";"hd";"month";"Sa5";4;4;4
"jun";"hd";"month";"Sa5";4;4;4
"mar";"hd";"month";"Sa5";4;4;4
"may";"hd";"month";"Sa5";4;4;4
"nov";"hd";"month";"Sa5";4;4;4
"oct";"hd";"month";"Sa5";4;4;4
"sep";"hd";"month";"Sa5";4;4;4
"apr";"str";"month";"Sa5";3;3;3
"aug";"str";"month";"Sa5";4;4;4
"dec";"str";"month";"Sa5";4;4;4
"feb";"str";"month";"Sa5";3;3;3
"jan";"str";"month";"Sa5";5;5;5
"jul";"str";"month";"Sa5";4;4;4
"jun";"str";"month";"Sa5";3;3;3
"mar";"str";"month";"Sa5";4;4;4
"may";"str";"month";"Sa5";4;4;4
"nov";"str";"month";"Sa5";4;4;4
"oct";"str";"month";"Sa5";4;4;4
"sep";"str";"month";"Sa5";3;3;3
"apr";"tr";"month";"Sa5";4;4;4
"aug";"tr";"month";"Sa5";4;4;4
"dec";"tr";"month";"Sa5";4;4;4
"feb";"tr";"month";"Sa5";4;4;4
"jan";"tr";"month";"Sa5";4;4;4
"jul";"tr";"month";"Sa5";4;4;4
"jun";"tr";"month";"Sa5";4;4;4
"mar";"tr";"month";"Sa5";4;4;4
"may";"tr";"month";"Sa5";4;4;4
"nov";"tr";"month";"Sa5";4;4;4
"oct";"tr";"month";"Sa5";4;4;4
"sep";"tr";"month";"Sa5";4;4;4
"apr";"hd";"crazy";"Sa6";4;4;4
"aug";"hd";"crazy";"Sa6";4;4;4
"dec";"hd";"crazy";"Sa6";4;4;4
"feb";"hd";"crazy";"Sa6";4;4;4
"jan";"hd";"crazy";"Sa6";4;4;4
"jul";"hd";"crazy";"Sa6";4;4;4
"jun";"hd";"crazy";"Sa6";4;4;4
"mar";"hd";"crazy";"Sa6";4;4;4
"may";"hd";"crazy";"Sa6";4;4;4
"nov";"hd";"crazy";"Sa6";4;4;4
"oct";"hd";"crazy";"Sa6";4;4;4
"sep";"hd";"crazy";"Sa6";4;4;4
"apr";"str";"crazy";"Sa6";4;4;4
"aug";"str";"crazy";"Sa6";4;4;4
"dec";"str";"crazy";"Sa6";4;4;4
"feb";"str";"crazy";"Sa6";4;4;4
"jan";"str";"crazy";"Sa6";4;4;4
"jul";"str";"crazy";"Sa6";4;4;4
"jun";"str";"crazy";"Sa6";4;4;4
"mar";"str";"crazy";"Sa6";4;4;4
"may";"str";"crazy";"Sa6";4;4;4
"nov";"str";"crazy";"Sa6";4;4;4
"oct";"str";"crazy";"Sa6";4;4;4
"sep";"str";"crazy";"Sa6";4;4;4
"apr";"tr";"crazy";"Sa6";4;4;4
"aug";"tr";"crazy";"Sa6";4;4;4
"dec";"tr";"crazy";"Sa6";4;4;4
"feb";"tr";"crazy";"Sa6";4;4;4
"jan";"tr";"crazy";"Sa6";4;4;4
"jul";"tr";"crazy";"Sa6";4;4;4
"jun";"tr";"crazy";"Sa6";4;4;4
"mar";"tr";"crazy";"Sa6";4;4;4
"may";"tr";"crazy";"Sa6";4;4;4
"nov";"tr";"crazy";"Sa6";4;4;4
"oct";"tr";"crazy";"Sa6";4;4;4
"sep";"tr";"crazy";"Sa6";4;4;4
"apr";"hd";"month";"Sa6";4;4;4
"aug";"hd";"month";"Sa6";4;4;4
"dec";"hd";"month";"Sa6";4;4;4
"feb";"hd";"month";"Sa6";4;4;4
"jan";"hd";"month";"Sa6";4;4;4
"jul";"hd";"month";"Sa6";4;4;4
"jun";"hd";"month";"Sa6";4;4;4
"mar";"hd";"month";"Sa6";4;4;4
"may";"hd";"month";"Sa6";4;4;4
"nov";"hd";"month";"Sa6";4;4;4
"oct";"hd";"month";"Sa6";4;4;4
"sep";"hd";"month";"Sa6";4;4;4
"apr";"str";"month";"Sa6";4;4;4
"aug";"str";"month";"Sa6";4;4;4
"dec";"str";"month";"Sa6";4;4;4
"feb";"str";"month";"Sa6";4;4;4
"jan";"str";"month";"Sa6";4;4;4
"jul";"str";"month";"Sa6";4;4;4
"jun";"str";"month";"Sa6";4;4;4
"mar";"str";"month";"Sa6";4;4;4
"may";"str";"month";"Sa6";4;4;4
"nov";"str";"month";"Sa6";4;4;4
"oct";"str";"month";"Sa6";4;4;4
"sep";"str";"month";"Sa6";4;4;4
"apr";"tr";"month";"Sa6";4;4;4
"aug";"tr";"month";"Sa6";4;4;4
"dec";"tr";"month";"Sa6";4;4;4
"feb";"tr";"month";"Sa6";4;4;4
"jan";"tr";"month";"Sa6";4;4;4
"jul";"tr";"month";"Sa6";3;3;3
"jun";"tr";"month";"Sa6";4;4;4
"mar";"tr";"month";"Sa6";4;4;4
"may";"tr";"month";"Sa6";4;4;4
"nov";"tr";"month";"Sa6";4;4;4
"oct";"tr";"month";"Sa6";3;3;3
"sep";"tr";"month";"Sa6";4;4;4
"apr";"hd";"crazy";"Sa7";3;3;3
"aug";"hd";"crazy";"Sa7";3;3;3
"dec";"hd";"crazy";"Sa7";3;3;3
"feb";"hd";"crazy";"Sa7";3;3;3
"jan";"hd";"crazy";"Sa7";3;3;3
"jul";"hd";"crazy";"Sa7";3;3;3
"jun";"hd";"crazy";"Sa7";3;3;3
"mar";"hd";"crazy";"Sa7";3;3;3
"may";"hd";"crazy";"Sa7";3;3;3
"nov";"hd";"crazy";"Sa7";3;3;3
"oct";"hd";"crazy";"Sa7";3;3;3
"sep";"hd";"crazy";"Sa7";3;3;3
"apr";"str";"crazy";"Sa7";3;3;3
"aug";"str";"crazy";"Sa7";3;3;3
"dec";"str";"crazy";"Sa7";3;3;3
"feb";"str";"crazy";"Sa7";3;3;3
"jan";"str";"crazy";"Sa7";3;3;3
"jul";"str";"crazy";"Sa7";3;3;3
"jun";"str";"crazy";"Sa7";3;3;3
"mar";"str";"crazy";"Sa7";3;3;3
"may";"str";"crazy";"Sa7";3;3;3
"nov";"str";"crazy";"Sa7";2;2;2
"oct";"str";"crazy";"Sa7";3;3;3
"sep";"str";"crazy";"Sa7";3;3;3
"apr";"tr";"crazy";"Sa7";3;3;3
"aug";"tr";"crazy";"Sa7";3;3;3
"dec";"tr";"crazy";"Sa7";2;2;2
"feb";"tr";"crazy";"Sa7";3;3;3
"jan";"tr";"crazy";"Sa7";3;3;3
"jul";"tr";"crazy";"Sa7";3;3;3
"jun";"tr";"crazy";"Sa7";2;2;2
"mar";"tr";"crazy";"Sa7";3;3;3
"may";"tr";"crazy";"Sa7";3;3;3
"nov";"tr";"crazy";"Sa7";3;3;3
"oct";"tr";"crazy";"Sa7";3;3;3
"sep";"tr";"crazy";"Sa7";3;3;3
"apr";"hd";"month";"Sa7";4;4;4
"aug";"hd";"month";"Sa7";4;4;4
"dec";"hd";"month";"Sa7";4;4;4
"feb";"hd";"month";"Sa7";4;4;4
"jan";"hd";"month";"Sa7";4;4;4
"jul";"hd";"month";"Sa7";4;4;4
"jun";"hd";"month";"Sa7";4;4;4
"mar";"hd";"month";"Sa7";4;4;4
"may";"hd";"month";"Sa7";4;4;4
"nov";"hd";"month";"Sa7";4;4;4
"oct";"hd";"month";"Sa7";4;4;4
"sep";"hd";"month";"Sa7";4;4;4
"apr";"str";"month";"Sa7";4;4;4
"aug";"str";"month";"Sa7";4;4;4
"dec";"str";"month";"Sa7";3;3;3
"feb";"str";"month";"Sa7";4;4;4
"jan";"str";"month";"Sa7";4;4;4
"jul";"str";"month";"Sa7";4;4;4
"jun";"str";"month";"Sa7";4;4;4
"mar";"str";"month";"Sa7";4;4;4
"may";"str";"month";"Sa7";2;2;2
"nov";"str";"month";"Sa7";4;4;4
"oct";"str";"month";"Sa7";4;4;4
"sep";"str";"month";"Sa7";4;4;4
"apr";"tr";"month";"Sa7";4;4;4
"aug";"tr";"month";"Sa7";4;4;4
"dec";"tr";"month";"Sa7";4;4;4
"feb";"tr";"month";"Sa7";4;4;4
"jan";"tr";"month";"Sa7";4;4;4
"jul";"tr";"month";"Sa7";4;4;4
"jun";"tr";"month";"Sa7";4;4;4
"mar";"tr";"month";"Sa7";4;4;4
"may";"tr";"month";"Sa7";4;4;4
"nov";"tr";"month";"Sa7";4;4;4
"oct";"tr";"month";"Sa7";4;4;4
"sep";"tr";"month";"Sa7";4;4;4
"apr";"hd";"crazy";"Sa8";4;4;4
"aug";"hd";"crazy";"Sa8";4;4;4
"dec";"hd";"crazy";"Sa8";4;4;4
"feb";"hd";"crazy";"Sa8";4;4;4
"jan";"hd";"crazy";"Sa8";4;4;4
"jul";"hd";"crazy";"Sa8";4;4;4
"jun";"hd";"crazy";"Sa8";4;4;4
"mar";"hd";"crazy";"Sa8";4;4;4
"may";"hd";"crazy";"Sa8";4;4;4
"nov";"hd";"crazy";"Sa8";4;4;4
"oct";"hd";"crazy";"Sa8";4;4;4
"sep";"hd";"crazy";"Sa8";4;4;4
"apr";"str";"crazy";"Sa8";4;4;4
"aug";"str";"crazy";"Sa8";4;4;4
"dec";"str";"crazy";"Sa8";4;4;4
"feb";"str";"crazy";"Sa8";4;4;4
"jan";"str";"crazy";"Sa8";4;4;4
"jul";"str";"crazy";"Sa8";4;4;4
"jun";"str";"crazy";"Sa8";4;4;4
"mar";"str";"crazy";"Sa8";4;4;4
"may";"str";"crazy";"Sa8";4;4;4
"nov";"str";"crazy";"Sa8";4;4;4
"oct";"str";"crazy";"Sa8";4;4;4
"sep";"str";"crazy";"Sa8";4;4;4
"apr";"tr";"crazy";"Sa8";4;4;4
"aug";"tr";"crazy";"Sa8";4;4;4
"dec";"tr";"crazy";"Sa8";4;4;4
"feb";"tr";"crazy";"Sa8";3;3;3
"jan";"tr";"crazy";"Sa8";4;4;4
"jul";"tr";"crazy";"Sa8";4;4;4
"jun";"tr";"crazy";"Sa8";4;4;4
"mar";"tr";"crazy";"Sa8";4;4;4
"may";"tr";"crazy";"Sa8";4;4;4
"nov";"tr";"crazy";"Sa8";4;4;4
"oct";"tr";"crazy";"Sa8";4;4;4
"sep";"tr";"crazy";"Sa8";4;4;4
"apr";"hd";"crazy";"Sa9";3;3;3
"aug";"hd";"crazy";"Sa9";4;4;4
"dec";"hd";"crazy";"Sa9";4;4;4
"feb";"hd";"crazy";"Sa9";4;4;4
"jan";"hd";"crazy";"Sa9";4;4;4
"jul";"hd";"crazy";"Sa9";4;4;4
"jun";"hd";"crazy";"Sa9";4;4;4
"mar";"hd";"crazy";"Sa9";4;4;4
"may";"hd";"crazy";"Sa9";4;4;4
"nov";"hd";"crazy";"Sa9";4;4;4
"oct";"hd";"crazy";"Sa9";3;3;3
"sep";"hd";"crazy";"Sa9";4;4;4
"apr";"str";"crazy";"Sa9";4;4;4
"aug";"str";"crazy";"Sa9";4;4;4
"dec";"str";"crazy";"Sa9";4;4;4
"feb";"str";"crazy";"Sa9";4;4;4
"jan";"str";"crazy";"Sa9";4;4;4
"jul";"str";"crazy";"Sa9";4;4;4
"jun";"str";"crazy";"Sa9";4;4;4
"mar";"str";"crazy";"Sa9";4;4;4
"may";"str";"crazy";"Sa9";4;4;4
"nov";"str";"crazy";"Sa9";4;4;4
"oct";"str";"crazy";"Sa9";4;4;4
"sep";"str";"crazy";"Sa9";4;4;4
"apr";"tr";"crazy";"Sa9";4;4;4
"aug";"tr";"crazy";"Sa9";3;3;3
"dec";"tr";"crazy";"Sa9";4;4;4
"feb";"tr";"crazy";"Sa9";4;4;4
"jan";"tr";"crazy";"Sa9";4;4;4
"jul";"tr";"crazy";"Sa9";4;4;4
"jun";"tr";"crazy";"Sa9";4;4;4
"mar";"tr";"crazy";"Sa9";4;4;4
"may";"tr";"crazy";"Sa9";4;4;4
"nov";"tr";"crazy";"Sa9";4;4;4
"oct";"tr";"crazy";"Sa9";4;4;4
"sep";"tr";"crazy";"Sa9";4;4;4
"apr";"hd";"month";"Sa9";4;4;4
"aug";"hd";"month";"Sa9";4;4;4
"dec";"hd";"month";"Sa9";4;4;4
"feb";"hd";"month";"Sa9";4;4;4
"jan";"hd";"month";"Sa9";4;4;4
"jul";"hd";"month";"Sa9";3;3;3
"jun";"hd";"month";"Sa9";4;4;4
"mar";"hd";"month";"Sa9";4;4;4
"may";"hd";"month";"Sa9";4;4;4
"nov";"hd";"month";"Sa9";4;4;4
"oct";"hd";"month";"Sa9";4;4;4
"sep";"hd";"month";"Sa9";3;3;3
"apr";"str";"month";"Sa9";4;4;4
"aug";"str";"month";"Sa9";4;4;4
"dec";"str";"month";"Sa9";4;4;4
"feb";"str";"month";"Sa9";4;4;4
"jan";"str";"month";"Sa9";4;4;4
"jul";"str";"month";"Sa9";4;4;4
"jun";"str";"month";"Sa9";4;4;4
"mar";"str";"month";"Sa9";4;4;4
"may";"str";"month";"Sa9";4;4;4
"nov";"str";"month";"Sa9";4;4;4
"oct";"str";"month";"Sa9";4;4;4
"sep";"str";"month";"Sa9";4;4;4
"apr";"tr";"month";"Sa9";4;4;4
"aug";"tr";"month";"Sa9";4;4;4
"dec";"tr";"month";"Sa9";4;4;4
"feb";"tr";"month";"Sa9";4;4;4
"jan";"tr";"month";"Sa9";4;4;4
"jul";"tr";"month";"Sa9";4;4;4
"jun";"tr";"month";"Sa9";4;4;4
"mar";"tr";"month";"Sa9";3;3;3
"may";"tr";"month";"Sa9";4;4;4
"nov";"tr";"month";"Sa9";4;4;4
"oct";"tr";"month";"Sa9";4;4;4
"sep";"tr";"month";"Sa9";4;4;4
