"m","z","X","y","outlier","condition","task","type","participant","rounds"
"oct",1768,-3.0704384,21.492966,0,"hd","mini","synaesthete","Sa20","both"
"jan",1596,-230.05273,157.988,0,"hd","mini","synaesthete","Sa20","both"
"nov",1657,34.531902,71.94139,0,"hd","mini","synaesthete","Sa20","both"
"may",1843,-313.6663,-48.01015,0,"hd","mini","synaesthete","Sa20","both"
"sep",1843,12.802755,-48.01015,0,"hd","mini","synaesthete","Sa20","both"
"jun",2063,-326.02966,-96.73413,0,"hd","mini","synaesthete","Sa20","both"
"aug",1915,-56.537144,-36.582897,0,"str","mini","synaesthete","Sa20","both"
"may",1824,-345.2771,-15.838429,0,"str","mini","synaesthete","Sa20","both"
"dec",1603,-105.78729,208.79071,0,"str","mini","synaesthete","Sa20","both"
"oct",1804,-9.398816,72.05775,0,"str","mini","synaesthete","Sa20","both"
"apr",1814,-368.5866,37.803722,0,"str","mini","synaesthete","Sa20","both"
"jul",1980,-206.316,-92.842255,0,"str","mini","synaesthete","Sa20","both"
"mar",1768,-389.94415,104.39449,0,"str","mini","synaesthete","Sa20","both"
"jan",1589,-229.04373,212.48637,0,"str","mini","synaesthete","Sa20","both"
"sep",1936,3.3622634,-30.259699,0,"str","mini","synaesthete","Sa20","both"
"feb",1665,-341.20288,170.60141,0,"str","mini","synaesthete","Sa20","both"
"jun",2088,-351.73746,-68.897125,0,"str","mini","synaesthete","Sa20","both"
"nov",1665,5.783122,135.9028,0,"str","mini","synaesthete","Sa20","both"
"apr",1786,-300.86356,96.15224,0,"eyes","mini","synaesthete","Sa20","both"
"jan",1641,-213.74025,225.13971,0,"eyes","mini","synaesthete","Sa20","both"
"jul",2003,-187.84132,-80.00657,0,"eyes","mini","synaesthete","Sa20","both"
"may",1883,-287.77258,3.2700934,0,"eyes","mini","synaesthete","Sa20","both"
"aug",1958,-34.003933,-37.40434,0,"eyes","mini","synaesthete","Sa20","both"
"dec",1657,-80.57436,207.19124,0,"eyes","mini","synaesthete","Sa20","both"
"feb",1706,-269.61057,174.8024,0,"eyes","mini","synaesthete","Sa20","both"
"sep",1915,3.3257928,-16.628614,0,"eyes","mini","synaesthete","Sa20","both"
"jun",1980,-281.96515,-3.4386458,0,"eyes","mini","synaesthete","Sa20","both"
"oct",1833,44.566387,66.84949,0,"eyes","mini","synaesthete","Sa20","both"
"mar",1814,-340.2338,53.555275,0,"eyes","mini","synaesthete","Sa20","both"
"nov",1715,-2.9783947,157.8543,0,"eyes","mini","synaesthete","Sa20","both"
"jan",1925,-314.24982,257.41742,0,"tr","mini","synaesthete","Sa21","both"
"may",1883,-241.99059,173.31757,0,"tr","mini","synaesthete","Sa21","both"
"mar",1925,-287.5052,244.04504,0,"tr","mini","synaesthete","Sa21","both"
"sep",1925,-351.02374,197.24187,0,"tr","mini","synaesthete","Sa21","both"
"feb",1925,-297.5344,270.78973,0,"tr","mini","synaesthete","Sa21","both"
"oct",1958,-363.84204,214.22476,0,"tr","mini","synaesthete","Sa21","both"
"aug",1915,-329.24594,162.9601,0,"tr","mini","synaesthete","Sa21","both"
"nov",1925,-357.70987,227.32964,0,"tr","mini","synaesthete","Sa21","both"
"jun",1915,-259.40588,123.05149,0,"tr","mini","synaesthete","Sa21","both"
"dec",1958,-336.63892,241.42789,0,"tr","mini","synaesthete","Sa21","both"
"jul",1915,-269.38306,103.09716,0,"tr","mini","synaesthete","Sa21","both"
"apr",1925,-237.35893,210.61424,0,"tr","mini","synaesthete","Sa21","both"
"dec",2003,-316.54745,55.65664,0,"hd","mini","synaesthete","Sa21","both"
"jul",2051,-260.01892,-39.18095,0,"hd","mini","synaesthete","Sa21","both"
"mar",1992,-228.32304,51.89155,0,"hd","mini","synaesthete","Sa21","both"
"aug",2003,-313.0689,-31.30691,0,"hd","mini","synaesthete","Sa21","both"
"apr",1969,-208.58931,54.711895,0,"hd","mini","synaesthete","Sa21","both"
"feb",1958,-231.22672,91.81058,0,"hd","mini","synaesthete","Sa21","both"
"oct",2003,-330.4616,31.30686,0,"hd","mini","synaesthete","Sa21","both"
"jan",1969,-283.8182,116.26287,0,"hd","mini","synaesthete","Sa21","both"
"nov",1992,-335.56564,58.81042,0,"hd","mini","synaesthete","Sa21","both"
"may",1969,-181.23329,51.2924,0,"hd","mini","synaesthete","Sa21","both"
"sep",1992,-314.80905,13.837697,0,"hd","mini","synaesthete","Sa21","both"
"jun",2015,-230.9593,-45.49199,0,"hd","mini","synaesthete","Sa21","both"
"aug",2027,-292.1785,116.167305,0,"str","mini","synaesthete","Sa21","both"
"may",2167,-161.82431,191.93117,0,"str","mini","synaesthete","Sa21","both"
"dec",2027,-271.05716,221.77406,0,"str","mini","synaesthete","Sa21","both"
"oct",2027,-285.1381,158.41,0,"str","mini","synaesthete","Sa21","both"
"apr",1958,-132.61533,163.21881,0,"str","mini","synaesthete","Sa21","both"
"jul",1958,-166.61926,74.80863,0,"str","mini","synaesthete","Sa21","both"
"mar",1969,-147.03833,218.84776,0,"str","mini","synaesthete","Sa21","both"
"jan",2003,-243.49803,246.97653,0,"str","mini","synaesthete","Sa21","both"
"sep",2027,-281.61786,123.207794,0,"str","mini","synaesthete","Sa21","both"
"feb",2003,-219.1482,250.45508,0,"str","mini","synaesthete","Sa21","both"
"jun",1969,-229.10623,88.906876,0,"str","mini","synaesthete","Sa21","both"
"nov",2015,-304.44632,160.97157,0,"str","mini","synaesthete","Sa21","both"
"apr",2003,-281.76202,194.79839,0,"eyes","mini","synaesthete","Sa21","both"
"jan",2063,-311.6986,240.04378,0,"eyes","mini","synaesthete","Sa21","both"
"jul",2027,-292.1785,80.96511,0,"eyes","mini","synaesthete","Sa21","both"
"may",1992,-259.458,179.89085,0,"eyes","mini","synaesthete","Sa21","both"
"aug",2051,-338.3808,128.2285,0,"eyes","mini","synaesthete","Sa21","both"
"dec",2088,-340.859,213.94339,0,"eyes","mini","synaesthete","Sa21","both"
"feb",2003,-278.28345,253.93361,0,"eyes","mini","synaesthete","Sa21","both"
"sep",2063,-343.94336,164.80614,0,"eyes","mini","synaesthete","Sa21","both"
"jun",1992,-307.89014,86.48596,0,"eyes","mini","synaesthete","Sa21","both"
"oct",2051,-327.69507,174.53325,0,"eyes","mini","synaesthete","Sa21","both"
"mar",1936,-248.80179,191.64459,0,"eyes","mini","synaesthete","Sa21","both"
"nov",2039,-322.2368,205.38162,0,"eyes","mini","synaesthete","Sa21","both"
"jan",1768,-27.633827,334.67648,0,"tr","mini","synaesthete","Sa22","both"
"may",1759,119.137115,94.69865,0,"tr","mini","synaesthete","Sa22","both"
"mar",1759,82.47953,146.63019,0,"tr","mini","synaesthete","Sa22","both"
"sep",1768,-294.76096,64.47894,0,"tr","mini","synaesthete","Sa22","both"
"feb",1786,71.33877,223.3214,0,"tr","mini","synaesthete","Sa22","both"
"oct",1833,-337.43088,155.98218,0,"tr","mini","synaesthete","Sa22","both"
"aug",1833,-302.41446,9.549875,0,"tr","mini","synaesthete","Sa22","both"
"nov",1804,-288.23105,197.37563,0,"tr","mini","synaesthete","Sa22","both"
"jun",1741,18.141289,-136.05923,0,"tr","mini","synaesthete","Sa22","both"
"dec",1814,-258.32565,267.7766,0,"tr","mini","synaesthete","Sa22","both"
"jul",1723,-170.55974,-191.50578,0,"tr","mini","synaesthete","Sa22","both"
"apr",1814,122.86227,85.058426,0,"tr","mini","synaesthete","Sa22","both"
"dec",1649,-223.37352,8.591241,0,"hd","mini","synaesthete","Sa22","both"
"jul",1732,-246.6483,-249.65631,0,"hd","mini","synaesthete","Sa22","both"
"mar",1741,75.58842,-142.10631,0,"hd","mini","synaesthete","Sa22","both"
"aug",1814,-296.12943,-166.96667,0,"hd","mini","synaesthete","Sa22","both"
"apr",1723,98.7451,-140.63708,0,"hd","mini","synaesthete","Sa22","both"
"feb",1732,93.24517,-9.023754,0,"hd","mini","synaesthete","Sa22","both"
"oct",1795,-349.13943,-34.290493,0,"hd","mini","synaesthete","Sa22","both"
"jan",1741,63.49434,63.49425,0,"hd","mini","synaesthete","Sa22","both"
"nov",1741,-293.28302,69.54132,0,"hd","mini","synaesthete","Sa22","both"
"may",1786,120.96583,-182.99956,0,"hd","mini","synaesthete","Sa22","both"
"sep",1824,-313.6003,-123.539536,0,"hd","mini","synaesthete","Sa22","both"
"jun",1795,-59.229004,-271.2066,0,"hd","mini","synaesthete","Sa22","both"
"aug",1804,-322.69348,-34.462425,0,"str","mini","synaesthete","Sa22","both"
"may",1681,113.85417,-55.46747,0,"str","mini","synaesthete","Sa22","both"
"dec",1768,-291.69052,248.70454,0,"str","mini","synaesthete","Sa22","both"
"oct",1804,-347.75708,100.25424,0,"str","mini","synaesthete","Sa22","both"
"apr",1804,147.24852,28.196493,0,"str","mini","synaesthete","Sa22","both"
"jul",1723,-212.45164,-194.498,0,"str","mini","synaesthete","Sa22","both"
"jan",1768,33.77476,267.12708,0,"str","mini","synaesthete","Sa22","both"
"sep",1833,-334.24756,3.1832614,0,"str","mini","synaesthete","Sa22","both"
"feb",1777,108.01198,175.9052,0,"str","mini","synaesthete","Sa22","both"
"jun",1698,8.846558,-156.28964,0,"str","mini","synaesthete","Sa22","both"
"nov",1833,-318.331,181.44862,0,"str","mini","synaesthete","Sa22","both"
"apr",2015,-164.47098,167.97034,0,"eyes","mini","synaesthete","Sa22","both"
"jan",1768,-119.74663,303.9722,0,"eyes","mini","synaesthete","Sa22","both"
"jul",1804,-332.09235,-169.17914,0,"eyes","mini","synaesthete","Sa22","both"
"may",1657,-43.16485,51.79777,0,"eyes","mini","synaesthete","Sa22","both"
"aug",1925,-340.99445,-30.087769,0,"eyes","mini","synaesthete","Sa22","both"
"dec",1947,-324.60385,280.64703,0,"eyes","mini","synaesthete","Sa22","both"
"sep",1947,-338.129,57.481873,0,"eyes","mini","synaesthete","Sa22","both"
"jun",1673,-183.04291,-113.3123,0,"eyes","mini","synaesthete","Sa22","both"
"oct",1969,-362.46664,106.00434,0,"eyes","mini","synaesthete","Sa22","both"
"mar",1649,-131.73312,100.231705,0,"eyes","mini","synaesthete","Sa22","both"
"nov",1969,-382.98358,160.71628,0,"eyes","mini","synaesthete","Sa22","both"
"jan",1814,-37.803722,368.5866,0,"tr","mini","synaesthete","Sa23","both"
"may",1795,-87.28484,96.636765,0,"tr","mini","synaesthete","Sa23","both"
"mar",1814,-132.31313,223.67221,0,"tr","mini","synaesthete","Sa23","both"
"sep",1759,305.47968,259.65768,0,"tr","mini","synaesthete","Sa23","both"
"oct",1750,273.525,337.34747,0,"tr","mini","synaesthete","Sa23","both"
"aug",1759,317.69888,88.58906,0,"tr","mini","synaesthete","Sa23","both"
"nov",1777,216.02396,410.44553,0,"tr","mini","synaesthete","Sa23","both"
"jun",1833,54.116295,-3.1833525,0,"tr","mini","synaesthete","Sa23","both"
"dec",1795,74.81564,427.07236,0,"tr","mini","synaesthete","Sa23","both"
"jul",1824,177.39015,15.838339,0,"tr","mini","synaesthete","Sa23","both"
"dec",1732,102.26887,45.118557,0,"hd","mini","synaesthete","Sa23","both"
"jul",1980,17.192999,-196.00026,0,"hd","mini","synaesthete","Sa23","both"
"mar",1936,-188.28246,-77.33036,0,"hd","mini","synaesthete","Sa23","both"
"aug",1969,102.5849,-147.03836,0,"hd","mini","synaesthete","Sa23","both"
"apr",1969,-174.39433,-140.19937,0,"hd","mini","synaesthete","Sa23","both"
"feb",1863,-126.18098,113.239334,0,"hd","mini","synaesthete","Sa23","both"
"oct",1863,223.24333,-9.706266,0,"hd","mini","synaesthete","Sa23","both"
"jan",1804,-62.65893,159.78026,0,"hd","mini","synaesthete","Sa23","both"
"nov",1824,161.55174,98.19803,0,"hd","mini","synaesthete","Sa23","both"
"may",1980,-110.03516,-202.87744,0,"hd","mini","synaesthete","Sa23","both"
"sep",1863,223.24333,9.706174,0,"hd","mini","synaesthete","Sa23","both"
"jun",2003,-48.699593,-233.06242,0,"hd","mini","synaesthete","Sa23","both"
"aug",1936,131.12534,0,0,"str","mini","synaesthete","Sa23","both"
"oct",1915,219.49738,176.26295,0,"str","mini","synaesthete","Sa23","both"
"jul",1915,-43.23429,-123.05154,0,"str","mini","synaesthete","Sa23","both"
"jan",1833,-82.76607,353.34738,0,"str","mini","synaesthete","Sa23","both"
"sep",1873,227.69437,87.82493,0,"str","mini","synaesthete","Sa23","both"
"jun",1925,-90.26321,-157.125,0,"str","mini","synaesthete","Sa23","both"
"nov",1833,222.8317,359.714,0,"str","mini","synaesthete","Sa23","both"
"jul",1969,-153.87735,-37.614475,0,"eyes","mini","synaesthete","Sa23","both"
"may",1958,-207.424,-17.001999,0,"eyes","mini","synaesthete","Sa23","both"
"aug",1925,46.803215,-36.77393,0,"eyes","mini","synaesthete","Sa23","both"
"dec",1863,12.9416895,342.95346,0,"eyes","mini","synaesthete","Sa23","both"
"feb",1958,-149.6173,312.83618,0,"eyes","mini","synaesthete","Sa23","both"
"sep",1873,110.59445,120.352715,0,"eyes","mini","synaesthete","Sa23","both"
"jun",1925,-100.292496,-103.63563,0,"eyes","mini","synaesthete","Sa23","both"
"oct",1873,120.35276,191.91377,0,"eyes","mini","synaesthete","Sa23","both"
"mar",1925,-210.61423,117.0079,0,"eyes","mini","synaesthete","Sa23","both"
"nov",1853,170.55627,344.33063,0,"eyes","mini","synaesthete","Sa23","both"
"may",2027,-63.36399,52.8033,0,"tr","mini","synaesthete","Sa24","both"
"mar",2140,-401.37836,152.37509,0,"tr","mini","synaesthete","Sa24","both"
"sep",1649,-435.292,180.41708,0,"tr","mini","synaesthete","Sa24","both"
"oct",1649,-515.4774,237.69234,0,"tr","mini","synaesthete","Sa24","both"
"aug",1546,-37.5884,174.51762,0,"tr","mini","synaesthete","Sa24","both"
"nov",2063,-480.0876,204.21632,0,"tr","mini","synaesthete","Sa24","both"
"jun",1873,81.31941,146.3749,0,"tr","mini","synaesthete","Sa24","both"
"dec",2088,-533.0455,177.68182,0,"tr","mini","synaesthete","Sa24","both"
"jul",1681,58.386734,154.72482,0,"tr","mini","synaesthete","Sa24","both"
"dec",2343,-390.62497,174.96738,0,"hd","mini","synaesthete","Sa24","both"
"jul",1657,-138.1275,100.717964,0,"hd","mini","synaesthete","Sa24","both"
"aug",1759,-342.13718,39.71232,0,"hd","mini","synaesthete","Sa24","both"
"apr",2343,-105.79427,150.55334,0,"hd","mini","synaesthete","Sa24","both"
"feb",2551,-221.51183,137.33727,0,"hd","mini","synaesthete","Sa24","both"
"oct",2266,-519.45776,106.25269,0,"hd","mini","synaesthete","Sa24","both"
"nov",2460,-478.48633,89.71617,0,"hd","mini","synaesthete","Sa24","both"
"may",2015,-3.4993966,157.4722,0,"hd","mini","synaesthete","Sa24","both"
"sep",1925,-468.03165,106.97861,0,"hd","mini","synaesthete","Sa24","both"
"jun",1768,-46.0564,64.47894,0,"hd","mini","synaesthete","Sa24","both"
"aug",1768,-187.29604,150.4509,0,"str","mini","synaesthete","Sa24","both"
"may",2101,3.6488202,186.08554,0,"str","mini","synaesthete","Sa24","both"
"dec",2409,-313.77225,154.79428,0,"str","mini","synaesthete","Sa24","both"
"oct",2181,-515.1231,124.99304,0,"str","mini","synaesthete","Sa24","both"
"apr",2392,-95.54442,178.62653,0,"str","mini","synaesthete","Sa24","both"
"jul",1759,-152.73984,119.13704,0,"str","mini","synaesthete","Sa24","both"
"mar",2514,-192.1031,152.80928,0,"str","mini","synaesthete","Sa24","both"
"jan",2478,-413.13217,137.71065,0,"str","mini","synaesthete","Sa24","both"
"sep",2088,-471.4008,112.410904,0,"str","mini","synaesthete","Sa24","both"
"feb",2532,-189.08128,153.90338,0,"str","mini","synaesthete","Sa24","both"
"jun",1824,-15.8384,123.53949,0,"str","mini","synaesthete","Sa24","both"
"nov",2376,-441.51617,144.42117,0,"str","mini","synaesthete","Sa24","both"
"apr",2327,-153.56645,141.4428,0,"eyes","mini","synaesthete","Sa24","both"
"jan",2343,-366.2109,142.41533,0,"eyes","mini","synaesthete","Sa24","both"
"jul",1732,-60.15813,159.41902,0,"eyes","mini","synaesthete","Sa24","both"
"may",2101,-7.2974315,222.57288,0,"eyes","mini","synaesthete","Sa24","both"
"aug",1777,-361.06857,95.66771,0,"eyes","mini","synaesthete","Sa24","both"
"dec",2376,-363.11612,132.04218,0,"eyes","mini","synaesthete","Sa24","both"
"feb",2460,-145.25478,158.07137,0,"eyes","mini","synaesthete","Sa24","both"
"sep",1980,-474.52676,134.10536,0,"eyes","mini","synaesthete","Sa24","both"
"jun",1814,-37.803722,148.06467,0,"eyes","mini","synaesthete","Sa24","both"
"oct",2376,-387.87405,169.17908,0,"eyes","mini","synaesthete","Sa24","both"
"mar",2443,-169.70706,199.40573,0,"eyes","mini","synaesthete","Sa24","both"
"nov",2409,-418.363,171.52878,0,"eyes","mini","synaesthete","Sa24","both"
"jan",2589,413.6532,229.3077,0,"tr","mini","synaesthete","Sa25","both"
"may",2208,425.63623,-34.511063,0,"tr","mini","synaesthete","Sa25","both"
"mar",2460,427.22,55.538548,0,"tr","mini","synaesthete","Sa25","both"
"sep",1750,170.1934,-100.292534,0,"tr","mini","synaesthete","Sa25","both"
"feb",2426,404.4628,147.46034,0,"tr","mini","synaesthete","Sa25","both"
"oct",1698,11.795485,138.59637,0,"tr","mini","synaesthete","Sa25","both"
"aug",1814,189.0188,-185.86853,0,"tr","mini","synaesthete","Sa25","both"
"nov",1732,42.110737,213.56134,0,"tr","mini","synaesthete","Sa25","both"
"jun",2167,387.6257,-214.51138,0,"tr","mini","synaesthete","Sa25","both"
"dec",1690,2.9350338,267.08197,0,"tr","mini","synaesthete","Sa25","both"
"jul",1936,242.07745,-272.3372,0,"tr","mini","synaesthete","Sa25","both"
"apr",2312,389.47183,-92.34907,0,"tr","mini","synaesthete","Sa25","both"
"dec",1873,-263.4749,165.89159,0,"hd","mini","synaesthete","Sa25","both"
"jul",1795,93.5195,-233.79883,0,"hd","mini","synaesthete","Sa25","both"
"mar",1833,436.1135,-28.649807,0,"hd","mini","synaesthete","Sa25","both"
"aug",1843,-134.42838,-233.64949,0,"hd","mini","synaesthete","Sa25","both"
"apr",1824,380.12158,-110.86883,0,"hd","mini","synaesthete","Sa25","both"
"feb",1904,542.2846,109.11818,0,"hd","mini","synaesthete","Sa25","both"
"oct",1883,-235.45027,-88.29392,0,"hd","mini","synaesthete","Sa25","both"
"jan",1969,656.5434,174.3943,0,"hd","mini","synaesthete","Sa25","both"
"nov",1915,-272.7087,69.84003,0,"hd","mini","synaesthete","Sa25","both"
"may",1795,240.0334,-171.45247,0,"hd","mini","synaesthete","Sa25","both"
"sep",1883,-196.2086,-140.61617,0,"hd","mini","synaesthete","Sa25","both"
"jun",1833,117.78249,-232.38173,0,"hd","mini","synaesthete","Sa25","both"
"aug",1824,-148.88092,-180.55782,0,"str","mini","synaesthete","Sa25","both"
"may",1777,277.7451,-138.87263,0,"str","mini","synaesthete","Sa25","both"
"dec",1947,-351.65414,199.49606,0,"str","mini","synaesthete","Sa25","both"
"oct",1925,-267.44666,-30.087769,0,"str","mini","synaesthete","Sa25","both"
"apr",1795,336.67017,-59.22909,0,"str","mini","synaesthete","Sa25","both"
"jul",1853,12.872222,-209.17284,0,"str","mini","synaesthete","Sa25","both"
"mar",1863,446.48654,80.885216,0,"str","mini","synaesthete","Sa25","both"
"jan",2003,660.9232,233.06238,0,"str","mini","synaesthete","Sa25","both"
"sep",1947,-270.5032,-84.53231,0,"str","mini","synaesthete","Sa25","both"
"feb",1980,577.68475,251.01775,0,"str","mini","synaesthete","Sa25","both"
"jun",1863,122.94556,-210.30168,0,"str","mini","synaesthete","Sa25","both"
"nov",2003,-347.85434,100.87771,0,"str","mini","synaesthete","Sa25","both"
"apr",1768,396.08508,-58.33818,0,"eyes","mini","synaesthete","Sa25","both"
"jan",1894,578.9075,174.33005,0,"eyes","mini","synaesthete","Sa25","both"
"jul",1804,28.196568,-228.7052,0,"eyes","mini","synaesthete","Sa25","both"
"may",1786,310.16867,-71.33886,0,"eyes","mini","synaesthete","Sa25","both"
"aug",1833,-140.06563,-206.91518,0,"eyes","mini","synaesthete","Sa25","both"
"dec",1947,-284.02835,91.29479,0,"eyes","mini","synaesthete","Sa25","both"
"feb",1843,473.7001,144.0304,0,"eyes","mini","synaesthete","Sa25","both"
"sep",1833,-184.63196,-105.04926,0,"eyes","mini","synaesthete","Sa25","both"
"jun",1786,198.508,-207.81303,0,"eyes","mini","synaesthete","Sa25","both"
"oct",1873,-234.19987,74.813835,0,"eyes","mini","synaesthete","Sa25","both"
"mar",1786,428.0327,40.321888,0,"eyes","mini","synaesthete","Sa25","both"
"nov",1904,-257.9158,72.74547,0,"eyes","mini","synaesthete","Sa25","both"
